word,క్రి.రూపం.,meaning,annotation
మొగడు=మొగుడు,,ముకుళించు,
మొగతప్పు,,"మొగము  మఱియొకవైపుకు బెట్టు,అభిముఖుడు కాకుండు,వెనుదీయు,పిఱుదివియు",
మొగతిరుగు,,"మొగదప్పు,పెడమొగము పెట్టు,వెనుదీయు",
మొగపడు,,"కనబడు,అగపడు",
మొగమగు,,"మొగము పెట్టు,మొగముత్రిప్పు, అభిముఖమగు",
మొగమిచ్చు,,"సుముఖనొందు,ప్రసన్నతనొందు",
మొగమువాచు,,మిక్కిలి యపేక్షచే బాధపడు,
మొగము సెదరు,,"వైమనస్యము కలుగు,మనుసులో నొప్పికలుగు",
మొగమోడు,,"దాక్షిణ్యపడు,సంకోచించు",
మొగవిచ్చు,,ముఖ భాగమున వికాసము గలదగు; అగ్రభాగమున వికాసము గలదగు,
మొగియు,,"కవియు,వ్యాపించు;పూను,యత్నించు",
మొగుడు=మొగడు,,"ముకుళించు,సంకుచితమగు",
మొగ్గతిలు,,మొగ్గువాలు,
మొగ్గతొడుగు,,"కోరకితమగు,మొగ్గులు పొడమినదగు",
మొగ్గవాలు,,"మొగ్గువేయు,తల పాదములతో చేరునట్లు విల్లువలె వెలికిల వంగు",
మొగ్గవిచ్చు,,"వికసించు;యథాయథలగు,చెల్లాచెదరగు",
మొగ్గు=మొగ్గు,,"వ్రాలు,ఒరగు;నేలగూలు,క్రిందపడు",
మొట్టు,,"తలమీద పిడికిటితో బొడుచు,పిడికిటితో పొడుచు",
మొత్తు,,"గ్రుచ్చుకొను,నాటు",
మొత్తులాడు,,కొట్లాడు,
మొత్తువడు,,"కొట్టుపడు,దెబ్బతిను",
మొదలంటు,,"సమూలమగు,పుర్తియగు",
మొదలాఱు,,సమూలమగు నశించు,
మొదలుకొను,,"ప్రారంభము చేయు,ఉపక్రమించు; సమూలమగు,మొదలంటు",
మొదలుముట్టు,,"సమూలమగు,మొదలంటు",
మొదలూడు,,నిర్మూలమగు;మొదలంటబోవు,
మొదలెత్తు,,"మొదలంటబోవు,సమూలమగు నశించు",
మొదల్చెడు,,"చచ్చు,మరణించు",
మొద్దువోవు,,వాడి లేనిదగు;మొన చెడినదగు,
మొనకట్టు,,"మూర్కొను,ప్రతిఘటించు;ఉత్సహించు,ఉత్సాహపడు;గుంపుగూడు",
మొనకెక్కు,,"అధికమగు,హెచ్చు",
మొనకొను,,"తోచు,స్ఫురించు",
మొనచేయు,,"ఉదయించు,పొడచూపు;మోహరించు",
మొనదేఱు,,"నిశితమగు,వాడికలదియగు",
మొనపడు,,"ఆవృతమగు,కప్పబడు",
మొనపు,,"కలుగు,పుట్టు;ప్రకాశించు,ఒప్పు;హెచ్చు,అతిశయించు",
మొనయిడు,,"వాడిగలిగించు,పదునుపెట్టు",
మొనయు,,"యత్నించు,పూను;కలుగు,జనించు,పుట్టు;సంభవించు,తటస్థించు;అవతరించు;ఒప్పు,శోభిల్లు;ప్రత్యక్షమగు,గోచరించు;రూపొందు,నశించు,అణగు;సిద్ధమగు,ఉన్ముఖమగు;వ్యాపించు,అలము;జరుగు",
మొనలిడు,,"అంకురించు,మొలకెత్తు",
మొనలెత్తు,,మొలకలెత్తు,
మొనల్పడు,,మొనలేర్పడు,
మొరయు,,"మ్రోయు,ధ్వనింపజేయు;(పక్షులు మొ"") కూయు;(ధ్వని)ప్రవర్తిల్లు,కలుగు",
మొఱమొఱలాడు,,(వస్త్రములు మున్నగునవి) మొఱమొఱయని ధ్వని చేయు,
మొఱయిడు,,"ఆర్తనాదము చేయు,మొఱపెట్టు",
మొఱయు,,ధ్వనించు,
మొఱవవోవు,,"వాడి చెడినదగు,మొక్కపోవు;క్షీణించు",
మొఱవెట్టు,,"ఆర్తనాదము చేయు,కూపెట్టు,కష్టములు చెప్పికొను;పెద్దగా ధ్వని చేయు",
మొఱవైచు,,మొఱపెట్టు;ఆర్తనాదము చేయు;పెద్ద ధ్వని చేయు,
మొఱుగు=మొఱువు,,"(కుక్క)కూయు,అఱచు;ప్రేలు,ప్రలాపించు",
మొఱ్ఱివో(పోవు),,అవయవలోపము కలదియగు,
మొలకలెత్తు,,"కలుగు,అంకురించు",
మొలచు,,"(వృక్షాదిస్థావరాదికములు)పుట్టు,జనించు,ఆవిర్భవించు,ప్రత్యక్షమగు;ప్రాప్తించు,సంభవించు",
మొలతెంచు,,"కలుగు,పుట్టు",
మొవుడు=మొగుడు,,ముకుళించు,
మోకఱించుకొను,,మోకాళ్లు నేలకానునట్లు ముందఱి కొఱగు,
మోకఱిల్లబడు,,"మోకఱించు,మోకాళ్లు నేలకానునట్లు ముందఱి కొఱగు",
మోకఱిల్లు=మోకఱించు,,మోకాళ్లు నేలమీద నానునట్లు ముందున కొఱగు,
మోకారించు=మోకఱించు,,మోకాళ్లు నేలకానునట్లు ముందఱి కొఱగు,
మోదకట్టు,,మోదు చేత నెత్తురుగడ్డకట్టు,
మోదులాడు,,దెబ్బలాడు,
మోచు=మోయు,,"ఆనుకొను,నిండు,మొదలుకొను,ప్రారంభించు",
మోటువడు,,"మొద్దువాఱు,చెడిపోవు",
మోడిసేయు,,అనాదరము చూపు,
మోడుపడు,,"తునుగు,తెగు;బోడియగు,కొమ్ములు,ఆకులు లేక యుండు;మొక్కపోవు; మ్రానుపడు;నిశ్చలమగు",
మోమోటపడు,,మనస్సంకోచమునొందు,
మోమోడు,,"దాక్షిణ్యపడు,సంకోచించు",
మోరటిల్లు,,మోము మీదికెత్తు,
మోఱకించు,,మౌర్ఖ్యమవలంబించు,
మోసపోవు,,"భంగపడు,వంచితుడగు",
మోసులెత్తు,,"మొలకలెత్తు,అంకురించు;పుట్టు,కలుగు;కొంచెము కొంచెముగా పైకివచ్చు",
మోహరించు,,వ్యూహముగా నేర్పడు,
మ్రంగబడు,,"క్రుంగు,వ్రాలు",
మ్రంగు,,క్రుంగు,
మ్రందిపోవు,,చెడు,
మ్రందు,,"చచ్చు;నొచ్చు,బాధపడు;చదియు,నలగు;సోలు,వివశత్వము నొందు;కాలు,దగ్ధమగు",
మ్రక్కబడు,,"తేజోహీనమగు;నవయు,బాధపడు",
మ్రక్కు,,"తేజోహీనమగు;క్షీణించు,తగ్గు;నవయు, బాధపడు",
మ్రగ్గంబడు,,అడగు,
మ్రగ్గు,,"చచ్చు;విహ్వలమగు;వివశత్వము నొందు;అడగు,లీనమగు,తేజోహీనమగు;కూలు,నేలబడు;కాలు,దగ్ధమగు;ఆఱిపోవు;కనబడకుండు,అగోచరమగు",
మ్రాగన్నిడు,,సుఖదుఃఖాదులచే వివశత్వమునొంది కన్నుమోడ్చు,
మ్రాగన్నువడు,,మ్రాగన్నుకలదియగు,
మ్రాగన్నువెట్టు,,మ్రాగన్నిడు,
మ్రాగు,,"సోలు,వివశత్వము నొంది వ్రాలు",
మ్రానుదేఱు,,"మ్రానుపడు,స్తంభించు",
మ్రానుపట్టు,,ఆకులు రాలి చెట్లు మ్రోడులగు,
మ్రానుపడు=మాన్పడు,,"స్తంభించు,కొయ్యవారు",
మ్రానుపిలు(ల్లు),,ఘనీభవించు,
మ్రానుపెట్టు,,"మ్రానుపడజేయు,స్తంభింపజేయు",
మ్రానుసెందు,,"మ్రానుపడు,నిష్చేష్టమగు",
మ్రాన్పడు=మ్రానుపడు,,"స్తంభించు,నిశ్చేష్టతనొందు",
మ్రాలు,,"సోలు,వ్రాలు",
మ్రాలుదెంచు,,"మ్రాలు,సోలు",
మ్రింగు,,ఊరకుండు,
మ్రింగువడు,,కబళితమగు,
మ్రుక్కు-మ్రుక్క,,సారహీనమగు,
మ్రుగ్గులుపెట్టు,,లేనిపోని కల్పనలు చేసి కలహము పెట్టు,
"మ్రేగు=మేగు,మేపు",,"అధికమగు,నవయు,నకనకపడు",
మ్రొంగు,,"ఎగసిపడు,త్రుళ్లు;బుసకొట్టు",
మ్రొక్కువేయు,,నమస్కారము చేయు,
మ్రొగబడు-మొగ్గబడు,,"ముందునకు బడు;మ్రొగ్గు,వ్రాలు",
మ్రొగ్గతిలబడు,,మోకఱిల్లబడు,
మ్రొగ్గతిలు(ల్లు),,మోకరిల్లు;చతికిలపడు,
మ్రొగ్గు,,"ముందునకు దూలు;కూలు,కమరు,ఉడుకు;మోకరిల్లు;కుంగు;తొట్రుపడు,తడబడు;వెల్లివిరియు",
మ్రోకరించు=మ్రోకరిల్లు,,మోకాలు భూమికి తగులునట్లుపడు,
మ్రోకరిలు=మ్రోకరించు,,మోకాళ్లు నేలకానునట్లు ముందఱి కొఱగు,
మ్రోగు,,"మొరయు,శబ్ధించు;బుసకొట్టు;గాండ్రుపెట్టు;పక్షులు మొ"" కూయు;మొఱుగు,కేకలు వేయు;పలుకు,మాటాడు",
మ్రోడుపడు,,"మొండియగు,అవయవరహితమగు,చెడు",
మ్రోయు,,"ధ్వనించు,శబ్దించు,గర్జిల్లు;కూయు,అఱచు;రొదసేయు;(శబ్ద రూపమున) వ్యాపించు",
యంత్రించు,,యంత్రము చేయు,
యోజించు,,"కూర్చు,యోజనసేయు",
రంగలరు,,"శోభిల్లు,ఒప్పు",
రంగారు,,"ప్రవస్తమైన వన్నెగలుగు;ప్రకాశించు, ఒప్పు;విలాసయుక్తమగు",
రంగిల్లు,,"రంజిల్లు,ప్రకాశించు",
రక్కొను=రెక్కొను,,"కలుగు,జనించు;సిద్ధించు,నెఱవేఱు;తేఱుకొను,తెప్పిఱిలు",
రగులు,,"మంటలెత్తు,మండు",
రచ్చగొను,,గుంపుగూడు,
రచ్చయుండు,,"సభచేసి కూర్చుండు,కొలువుండ",
రచ్చయొనర్చు,,"కొలువ సేయు,నివసించు",
రచ్చసేయు,,"గోష్ఠిసలువు;గుమిగూడు,సభచేయు;కలహించు;కాచు,రక్షసేయు",
రాజ్జాడు=రజ్జులాడు,,వ్యర్థవచనములాడు,
రజు,,ఆత్మస్తుతిచేయు,
రాట్టుపడు,,రవ్వపడు,
రమణకెక్కు,,"వన్నెకెక్కు,శోభిల్లు",
రమణించు=రవణించు,,"ఒప్పిదమగు,ఒప్పు",
రవణించు-రమణించు,,ఒప్పిదమగు,
రవణిల్లు,,ఒప్పిదమగు,
రవళించు,,ధ్వనించు,
రవాళించు,,"రవళించు,ధ్వనించు",
రవులు=రగులు,,"మండు,ప్రజ్వలించు",
రవులుకొను,,"మండు,రగులుకొను",
రహియించు,,"వర్ధిల్లు,పెరుగు",
రా,,"నచ్చు ధాతువు యొక్క ప్రార్థనార్థక రూపము,ఏతెమ్ము,రమ్ము",
రాజు,,"(నిప్పు)అంటుకొను;ప్రజ్వరిల్లు;పొగయు,ప్రధూమితమగు;దుఃఖించు",
రాచు,,"అతిశయించు;విజృభించు,చెలరేగు",
రాచుకొను,,ఒరసికిను,
రాట్పడు,,శ్రమనొందు,
రాణించు,,"ఒప్పు,శోభించు;ఇష్టమగు;సంతసించు,అతిశయించు",
రాపడు,,"రాయియగు,రాయివలెనగు",
రాపడు,,"రాపిడిపడు,రాపుడుపడు",
రాపడు,,"మ్రాన్పడు,స్తంభించు",
రాపాడు,,"ఒరయు,సంఘర్షణము చేయు",
రాయిడించు,,"ఒరయు;కలహించు,వివాదపడు;అతిశయించు",
రాయు,,"ఒరయు,స్పృశించు;ప్రతిఘటించు;కలహించు,రాల్పడు,(గొంతు)కంపించు;చొచ్చు,ప్రవేశించు;ప్రకాశించు",
రాలు,,"గళితమగు,క్రిందబడు,మిఱిగిపడు;నశించు;అతిశయించు",
రాలుగొను,,"గళితమగు,క్రిందబడు",
రాలువడు,,కంపించు,
రాలువారు,,"జాఱు,ప్రవహించు",
రావెడలు,,"పైకివచ్చు,పైకిబడు",
రిత్తవడు,,వ్యర్థమగు,
రిత్తవోవు,,వ్యర్థమగు,
రిమ్మ(లు)గొను,,ఉన్మాదము నొందు,
రిమ్మవట్టు,,దిమ్మెక్కు,
రివరివమను,,కదులుట యందగు ధ్వని కనుకరణము,
రువ్వు,,"విసరు,వీచు",
రూడికెక్కు,,ప్రసిద్ధికెక్కు,
రూపగు,,"ఏర్పడు,కలుగు;ప్రసిద్ధికెక్కు;సంపన్నుడగు",
రూపఱు,,"చచ్చు,మృతినొందు;నశించు,చెడు;రూపుచెడు,విఱుగు;విరూపమగు",
రూపఱు=రూపఱు,,"నశించు,చెడు",
రూపుమాయు,,"నశించు,చచ్చు",
రూపుసెడు,,"నశించు,చెడు",
రెండాడు,,"రెండు మాటలాడు,అసత్యమాడు; నిందించు,(ఎదురు చెప్పు,ప్రతిఘటించు)",
రెండుదలచు,,కపటముగా బ్రవర్తించు,
రెక్కొను,,వర్ధిల్లు;తేఱుకొను,
రెచ్చు,,విజృభించు,
రెట్టించు,,"ద్విగుణమగు,ఇనుమడించు",
రెపరెపమను,,"(జఠరాగ్ని) మండు,ఆకలియగు",
రేగు,,"ఎగయు;విజృభించు,చెలరేగు;ఉబుకు,పైకివచ్చు;కోపించు,ఆగ్రహించు;అతిశయించు,వృద్ధినొందు;(పుండుమొ"")అఘాతాదులచే నుద్దీపితమగు",
రేకమోచు,,"(కత్తి మొదలగు వాని)నాట్లు తిను, దెబ్బతిను",
రేకుమడగు,,అణగు,
రేకెత్తు=ఱేకెత్తు,,వర్ధిల్లు,
రేవు=రేగు,,"విజృభించు,చెలరేగు",
రేవులు వాఱు,,రోమవీథులేర్పడు,
రొంపులెక్కు,,రొంపియగు,
రొక్కించు,,"నిర్బంధించు,కట్టడి చేయు",
రొదపోవు,,ధ్వనించు,
రొదాలించు,,ధ్వనించు,
రొప్పు,,"కూయు,అఱచు;(పంది)ఘుర్ఘురించు;(పులి)గాండ్రుమను;(ఎలుగు)అఱచు,(పాము)బుసకొట్టు;విసరు,వీచు",
రొల్లు,,ప్రలాపించు,
రోజు,,"నిట్టూర్చు,ఉచ్ఛ్వసించు",
రోతగించు,,రోతపడు,
రోతపడు,,"అసహ్యపడు,ఎగ్గుపడు",
రోటువోవు,,ఈచబోవు,
రోడు,,"తగులు,తాకు",
రోయు,,"అసహ్యపడు,ఏవపడు;వెనుదీయు,సంకోచించు",
రోసించు,,"రోషించు,కినియు,రోషపడు",
రౌలు=రవులు,,(నిప్పు)మండు,
రౌలుకొను,,రగులు,
ఱంకాడు,,"ఱంకు సేయు,జారత్వము చేయు",
ఱంకెవైచు,,కేకలు వైచు,
ఱంతిల్లు,,పెద్ద ధ్వని చేయు,
ఱంపటిల్లు,,"కలహించు,పోరాడు",
ఱంపిల్లు,,"వ్యాపించు;అతిశయించు;విజృభించు;వర్ధిల్లు;అఱచు,ప్రేలు",
ఱిక్కవెట్టు,,పశువులను దోలునప్ఫుడొక విధమగు ధ్వని చేయు,
ఱిక్కవైచు,,ఆశ్వాదులను దోలుట యందు నోట జప్పుడు చేయు,
ఱిక్కు,,నిక్కు,
ఱిచ్చవడు,,"నిశ్చేష్టతను పొందు;వెనుదీయు,భయపడు",
ఱెప్పలెత్తు,,ఱెప్పలు విప్పు,
ఱెప్పవెట్టు,,"కనుమూయు,ఱెప్పవేయు",
ఱేకెత్తు,,"విజృభించు,చెలరేగు,దళము పైకెత్తినదగు; వృద్ధిపొందు",
ఱేయు=రేయు,,విజృభించు;అతిశయించు;కలహించు,
ఱోలు,,బాధచేనఱచు,
లంకవేయు,,నులుకవేయు,
లంకించు,,"లంకెవేయు;దొరకించు కొను;తగులు,ఆసక్తమగు",
లంకెలునిలుపు=లంకెల్ నిల్పు,,"అధిక సంబంధం కలిగించు,లంకెలు వేయు",
లంచమువెట్టు,,లంచమిచ్చు,
లంపటపడు,,"శ్రమపడు,బాధపడు",
లజ్జఱు,,సిగ్గుచెడు,
లాగించు,,"లంఘించు,ఉత్పతనమగు;అశ్వశిక్షచేయు",
లాచు,,పొంచు;కవియు;పెనగులాడు;ప్రియపడు,
లాచుకొను,,పొంచు;కవియు;పెనగులాడు;ప్రియపడు,
లాతసేయు,,"లాయు,ఉద్రేకించు",
లాకలొత్తు,,దట్టముగా గలుగు;దట్టముగా వంకురించు,
లాగులాడు,,పెనగులాడు,
లాయు,,"ఉద్రేకించు,విజృంభించు",
లావుకొను,,అతిశయించు,
లావుసేయు,,బలముచూపు,
లావెక్కు,,అధికమగు,
లుకలుకలాడు,,తడబడు,
లుగచెడు,,బాగు తప్పు,
లులివడు,,"అధమమగు,హీనమగు",
లెక్కకుమిగులు,,"లెక్కకు మిక్కిలియగు,అసంఖ్యమగు",
లే,,కలుగు ధాతువునకు వ్యతిరేకమున ప్రాయికముగా వచ్చు ఆదేశము,
లేచు,,"ఉత్థితమగు,నిలువబడు;మీదికెగయు;,మేలుకొను;పూను,ఉద్యమించు;వ్యాపించు",
లేజాఱు,,ఇంచుక జాఱు,
లేటమొగముపడు,,పెడమొగము పెట్టు,
లేమిపడు,,"పేదపడు,పేదఱికము నొందు",
లొంగు=లోగు,,"లోకువగు,వశపడు",
లొగ్గడిల్లు,,"కలగుండువడు,క్షోభపడు",
"లొగ్గు=లొంగు,లోగు",,వశమగు,
లొటలొటమను,,లొటలొట యని ధ్వనించుఅణగు,
లొట్టపోవు,,అణుగు,
లొట్టవేయు,,రుచ్యములగు పదార్థములను భుజించునపుడు నాలుక నంగిటం జేర్చి ధ్వని పుట్టించు,
లోగియాడు,,లోగు,
లోగు=లొంగు,,"వశమగు,అడగారు,నశించు;అడకువకలవాడగు;వివయవంతుడగు;క్రుంగు;వెనుదీయు,సంకోచించు;జంకు,భయపడు;పరితపించు,బాధనొందు;చొచ్చులోపలకు బోవు",
లోబడు,,"వశమగు,అధీనమగు;అడగు,క్రుంగు;హీనస్థితినొందు,దైత్యమొందు",
లోటుపోవు,,"లోటువచ్చు,తక్కువగు",
లోనిచ్చు,,గుట్టు చెప్పు,
లోనుపడు,,వశమగు,
లోలాయపడు,,శ్రమపడు,
లోవు=లోగు,,వెనుదివియు,
వంకరకొంకరల్ వోవు,,మిక్కిలివంకరయగు,
వంకరవోవు,,వక్రమగు,
వంకలు దిద్దు,,"వంకలు తీర్చు,ఆక్షేపించు",
వంకలునొక్కు,,వంకరలు తీర్చు,
వంగు,,"వక్రమగు,వమ్రమగు",
వంచాడించు,,లక్ష్యపెట్టు,
వంజువాఱు,,బలహీనుడగు,
వండరు,,"బురదవిరుగు,తేరు,నిర్మలమగు",
వండు,,"పాకము చేయు,వంటచేయు",
వంతచేయు,,"దుఃఖపడు 2.పోటి,స్పర్థ 3.సామ్యము 4.వరుస",
వంతువడు,,వంతులు వేసికొను,
వంద,,"సంతాపించు 2.దుఃఖపడు 3.వాడు,మ్లానమగు 4.వివర్ణమగు,వెలవెలబారు 5.చచ్చు",
వందురు,,"దుఃఖపడు 2.సంతాపించు,పరితపించు 3.క్లేశపడు",
వక్కణించు,,"వచించు,పలుకు",
వక్కరించు-వక్కళించు,,"ప్రతిఘటించు,మారుమలయు",
వక్కు-వగ్గు,,"లోబడు,అధీనుడగు 2.బక్కటిల్లు,కృశించు",
వగచు,,"దుఃఖించు 2.ఏడ్చు,విలపించు 3.పశ్చాత్తాపపడు 4.సంశయించు,సందేహపడు",
వగదెగు,,"పరిష్క్రుతమగు,నిర్ణీతమగు",
వగరించు,,"వగర్చు,నిట్టూర్చు",
వగర్చు(రుచు),,నిట్టూరుచు,
వగ్గు-వక్కు,,"బక్కటిల్లు,కృశించు",
వగ్గువడు,,"వగ్గగు,బక్కటిల్లు,కృశించు",
వచ్చు,,"దరిచేరు,డగ్గరు,ఏతెంచు 2.సంభవించు,తటస్థించు 3.లాభించు 4.కలుగు,ఉద్భవించు 5.(పండ్లు)మొలచు,అంకురించు 6.లభించు,దొరకు 7.చెంచు,ముట్టు 8.(గ్రహాదులు)ఆవేళించు,పూను 9.ఇష్టమగు,అనుకూలమగు 10.ప్రసన్నమగు 11.అలవడు,అభ్యస్తమగు 12.అగు 13.సాటియగు 14.ప్రవర్తించు,నడచుకొను 15.ప్రసక్తమగు 16.వర్థిల్లు 17.సమర్థమగు 18.నెరవేరు,సిద్ధించు 19.కారు,స్రవించు 20.పొంగు,నిండిప్రవహించు 21.తగు,యుక్తమగు 22.శక్యమగు,వలనుపడు 23.సిద్దముగనుండు 24.పూను,ఉద్యమించు,యత్నించు 25.తొడగు,ఉపక్రమించు 26.తలచు ",
వటవటనగు,,"తగ్గు,క్షీణించు",
వటించు,,"పస్తుపడు,ఉపవసించు",
వట్టిపోవు,,"ఎండిపోవు,వాడిపోవు",
వట్టు,,"ఇంకు 2.శుష్కించు,ఎండు ౩.కృశించు 4.(పశువు)పాలు లేనిదగు",
వట్రవడు,,తక్కువగు,
వట్రించు,,"తిరుగు,పరాజ్ముఖమగు",
వట్రిలు(ల్లు),,"ప్రవర్తిల్లు 2.కలుగు,జనించు 3.తిరుగు",
వడకాడు,,"కంపించు,వడకు",
వడకు-వణకు,,కంపించు,
వడగొను,,"వేసవిని వీచు,నిప్పు గాలిచే తాపమునొందు",
వడదాకు,,నిప్పుగాలి  సోకు,
వడదేరు,,శ్రమనొందు,
వడయు,,పుష్పాదులు వాడు,
వడవడ(ణ)కులుగొను,,మిక్కిలి వడకు,
వడిగొను,,"వేగముగలుగు,త్వరపడు 2.మెలిగొను 3.వడియు,కారు,స్రవించు",
వడియు,,"కారు,స్రవించు 2.ఇంకు,శోషిల్లు 3.కృశించు,చిక్కు",
వడియెక్కు,,"వడిగొను,మెలిపడు",
వడివడు,,వేగముచెడు,
వడుసుపోవు,,వస్త్రము వడుసు కలదియగు,
వణకాడు,,కంపించు,
వణకు-వడకు,,"చలించు,కంపించు 2.భయపడు",
వదరు(1),,"వ్యర్థవచనములు పలుకు,ఉపయోగము లేని మాటలాడు,ప్రేలు 2.చెప్పు,పలుకు 3.డంబములు కొట్టు,దంభవాక్యములు పలుకు 4.అరచు,కూయు",
వదరు(2),,"అడరు,అతిశయించు",
వదరుకొను,,ప్రేలు 2.చెప్పుకొను,
వదలు,,"శిధిలమగు,పట్టువీడు,సడలు 2.విడిపోవు 3.జారు 4.క్షీణించు,తగ్గు,నశించు 5,ఎడతేగు",
వద్దు-వలదు,,వలయు వ్యతిరేకార్థము,
వనరు,,"శోకించు,దుఃఖించు 2.విలపించు 3.దీనాలాపములాడు 4.ఒప్పు 5.ఉండు,వర్తిల్లు",
వన్ను,,రంగువేయు,
వన్నెకెక్కు,,ప్రఖ్యాతివడయు,
వన్నెమీఱు,,"ప్రకాశించు,ఒప్పు",
వమ్మువోవు,,"నష్టమగు,చెడు 2.వ్యర్థమగు",
వరవుబడు,,"ప్రాణాచారముపడు,అనశన వ్రతముపూను",
వరుటు,,"కృశించు,చిక్కిపోవు",
వరుసగొను,,"బారుదీరు,పంక్తిగా నేర్పడు",
వర్ణనకెక్కు,,ప్రసిద్ధినొందు,
వఱదగొను,,"ప్రవహించు,వరదవారు",
వఱదవాఱు,,ప్రవహించు,
వఱదలుగట్టు,,"వరదలు వారు,ప్రవహించు",
వఱలు,,"ప్రకాశించు,ఒప్పు 2.ప్రవర్తించు 3.వ్యాపించు ",
వఱువట్లుగొను,,మిక్కిలి ఎండు,
వఱ్ఱోడు,,ప్రవహించు,
వలచు(1),,"ఆక్షేపించు,కోరు 2.కామించు,మోహించు",
వలచు(1),,"తగు,యుక్తమగు 2.అక్కరయగు,ఆవశ్యకమగు 3.సమర్ధుడగు 4.ప్రియపడు",
వలచు(2),,(వాసన)గొట్టు,
వలదిరుగు,,ప్రదక్షిణము చేయు,
వలనగు,,"వీలుపడు,వలనుపడు",
వలనుమించు,,ఒప్పు,
వలనుమీరు,,ఒప్పు,
వలనొప్పు,,అనుకూలపడు,
వలయు,,"ఆవశ్యకమగు 2.తప్పనిదియగు ౩.యుక్తమగు,తగు,అర్హమగు 4.ఇష్టమగు 5.సంభవించు,తటస్థించు 6.పుట్టు,కలుగు",
వలసలుచేయు,,"సంచరించు,పోవు,గమించు",
వలసలుతీయు,,"బోవు,వలసపోవు",
వలసల్ సాగు,,రాజోపద్రవాదులచే దేశము విడిచి పారిపోవు,
వలిగొను,,"చలిగొను,గడగడలాడు",
వలియు,,"డయ్యు,శ్రమనొందు 2.సన్నగిల్లు",
వసంత(మా)ములాడు,,వసంతము చల్లుకొను,
వసపడు,,శక్యమగు,
వసపోవు,,"శక్యమగు,వశమగు",
వసిగొను,,"పూను,ఉత్సహించు",
వసివాడు,,మిక్కిలివాడు,
వసివాళ్ళు(శులు)వాడు,,మిక్కిలివాడు,
వసులు,,"తొలగు,అపసరిల్లు",
వాగు,,"వదరు,ప్రేలు 2.మ్రోగు,ధ్వనించు",
వాచు,,మిక్కిలి ఆక్షేపించు;ఏకరు 2.వాయించు 3.రోగముచేనుబ్బు,
వాగెవదల్చు,,స్వేచ్ఛగా బోనిచ్చు,
వాచరచు,,"నోరు కొట్టుకొను,మొర పెట్టుకొను",
వాచారు,,పరిదేవనము చేయు,
వాటపడు,,అనుకూలపడు,
వాటమగు,,"వీలుపడు,వలనుపడు",
వాటులాడు,,కొట్లాడు,
వాడబారు,,"మ్లానమగుట,కున్ముఖమగు",
వాడు,,"వడలు,మ్లానమగు 2.అలయు,బడలు 3.ఖేదపడు 4.ఎండ,శుష్కించు",
వాడుకపడు,,"అలవడు,పనుపడు",
వాడుదెంచు,,మ్లానమగు,
వాడుదేరు,,వాడు,
వాడుపడు,,"వాడు,మ్లానమగు",
వాడువాఱు,,"వాడు,వాడుపడు",
వాతప్పు,,"మాట పొరపాటునొందు,మాట పొరబడు 2.పొరపడు,ప్రమాదము నొందు 3.మాటపొరపాటు",
వాదాడు,,వాదించు,
వాదులాడు,,వివాదము చేయు,
వాదువెట్టు,,నిందమోపు,
వానయగు,,"వానవచ్చు,వానకురియు 2.వర్షాకాలం",
వాపోవు,,అరచు 2.ఏడ్చు,
వాయుడుపు,,నోరుగట్టు,
వాయోడు,,"పలుక వెరచు,మాటాదవెరచు 2.సంకోచించు,వెనుదీయు",
వారు,,ఉడుగు 2.తక్కువయగు,
వారుచు(ర్చు),,ఆచమించు,
వాలయించు=వాలాయించు,,"అభినివేశమగు,పట్టుపట్టు,ఒప్పు 2.ఉపశమిల్లు,క్షీణించు",
వాలు,,"విజ్రుంభించు 2.అతిశయించు 3.(పక్షి)కాలూను,క్రిందకుదిగు 4.ఒరగు,కూలు 5.ప్రసిద్ధికెక్కు 6.ఆసక్తమగు 7.ప్రకాశించు 8.వ్రేలు 9.ప్రవేశించు 10.పడు",
వాలూరు,,ఆలస్యమగు,
వావిడుచు,,నోరెత్తు 2.దుఃఖించు,
వాసపోయు,,వాసములుపరుచు,
వాసించు,,భావనయగు 2.పరిమళించు,
వాసికె(కినె)క్కు,,"ఖ్యాతినొందు,ప్రసిద్ధివడయు 2.పెంపుమీరు,అతిశయించు",
వాసిమీరు,,ప్రసిద్ధివడయు,
వింగడి(ళి)oచు,,దుముకు,
వించు,,"వినవచ్చు,వినబడు",
విందువచ్చు,,అతిధియయివచ్చు,
విక్కను,,విక్కుమను ధ్వనికలుగు,
విక్కవిరియు,,"మిక్కిలివిరియు,మిగుల సంతోషించు",
విక్కు,,"విశ్లధమగు,వదులగు 2.గర్వించు ౩.విజ్రుంభించు 4,నిందించు,అధిక్షేపించు",
విగుర్వించు,,గర్వించు 2.యత్నించు,
విచ్ఛబారు,,"పారు,విచ్చు",
విచ్చిలు(ల్లు)=విచ్చు,,విడివడిపారు,
విచ్చు,,"వికసించు,విడుచు 2.చీలు,భేదిల్లు ౩.విరియు,విడిపోవు 4.నశించు 5.బ్రద్దలగు,వ్రీలు 6.వికలమగు 7.తెరచియుండు",
విచ్చేయు=విజయము చేయు,,"వచ్చు 2.(పూజ్యులు)వెళ్ళు,పోవు ౩.ప్రవేశించు,చొచ్చు 4.కూర్చుండు",
విజ్జు,,"వ్యాపించు,అలముకొను",
విజ్జోడు(ప)వడు,,"భేదిల్లు,భేదపడు",
విడంబించు,,అతిశయించు,
